date_created,location,measurement,value
20/04/2018,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),15
20/04/2018,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,pH,8.0
20/04/2018,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),72
20/04/2018,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ nước (oC),30
20/04/2018,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Độ mặn(‰),21
20/04/2018,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),pH,8.5
20/04/2018,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Kiềm(mg/l),90
20/04/2018,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Nhiệt độ nước (oC),30
20/04/2018,Cống La Bang - Đôn Châu - Duyên Hải,Độ mặn(‰),20
20/04/2018,Cống La Bang - Đôn Châu - Duyên Hải,pH,7.5
20/04/2018,Cống La Bang - Đôn Châu - Duyên Hải,Kiềm(mg/l),90
20/04/2018,Cống La Bang - Đôn Châu - Duyên Hải,Nhiệt độ nước (oC),29
20/04/2018,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Độ mặn(‰),19
20/04/2018,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,pH,8.0
20/04/2018,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Kiềm(mg/l),90
20/04/2018,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Nhiệt độ nước (oC),29
20/04/2018,Sông Láng Chim - Duyên Hải (Cầu Láng Chim),Độ mặn(‰),22
20/04/2018,Sông Láng Chim - Duyên Hải (Cầu Láng Chim),pH,8.0
20/04/2018,Sông Láng Chim - Duyên Hải (Cầu Láng Chim),Kiềm(mg/l),72
20/04/2018,Sông Láng Chim - Duyên Hải (Cầu Láng Chim),Nhiệt độ nước (oC),30
20/04/2018,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Độ mặn(‰),25
20/04/2018,Bến đò Phước Thiện - Đông Hải - Duyên Hải,pH,7.5
20/04/2018,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Kiềm(mg/l),90
20/04/2018,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Nhiệt độ nước (oC),29
20/04/2018,Cống Đại An -Đại An -Trà Cú,Độ mặn(‰),3
20/04/2018,Cống Đại An -Đại An -Trà Cú,pH,8.5
20/04/2018,Cống Đại An -Đại An -Trà Cú,Kiềm(mg/l),180
20/04/2018,Cống Đại An -Đại An -Trà Cú,Nhiệt độ nước (oC),30
20/04/2018,Vàm Trà Kha - Định An - Trà Cú,Độ mặn(‰),6
20/04/2018,Vàm Trà Kha - Định An - Trà Cú,pH,8.0
20/04/2018,Vàm Trà Kha - Định An - Trà Cú,Kiềm(mg/l),107
20/04/2018,Vàm Trà Kha - Định An - Trà Cú,Nhiệt độ nước (oC),32
20/04/2018,Cảng Định An - Trà Cú,Độ mặn(‰),10
20/04/2018,Cảng Định An - Trà Cú,pH,
20/04/2018,Cảng Định An - Trà Cú,Kiềm(mg/l),
20/04/2018,Cảng Định An - Trà Cú,Nhiệt độ nước (oC),
20/04/2018,Lưu Nghiệp Anh - Trà Cú,Độ mặn(‰),5
20/04/2018,Lưu Nghiệp Anh - Trà Cú,pH,
20/04/2018,Lưu Nghiệp Anh - Trà Cú,Kiềm(mg/l),
20/04/2018,Lưu Nghiệp Anh - Trà Cú,Nhiệt độ nước (oC),
10/01/2023,Sông Cổ Chiên - Châu Thành (Cầu Rạch Gốc),Độ mặn(‰),3
10/01/2023,Sông Cổ Chiên - Châu Thành (Cầu Rạch Gốc),pH,7.0
10/01/2023,Sông Cổ Chiên - Châu Thành (Cầu Rạch Gốc),Kiềm(mg/l),90
10/01/2023,Sông Cổ Chiên - Châu Thành (Cầu Rạch Gốc),Oxy (mg/l),2.0
10/01/2023,Sông Cổ Chiên - Châu Thành (Cầu Rạch Gốc),Nhiệt độ nước (oC),28
10/01/2023,Bến phà Long Hưng - Hòa Minh - Châu Thành,Độ mặn(‰),3
10/01/2023,Bến phà Long Hưng - Hòa Minh - Châu Thành,pH,7.5
10/01/2023,Bến phà Long Hưng - Hòa Minh - Châu Thành,Kiềm(mg/l),72
10/01/2023,Bến phà Long Hưng - Hòa Minh - Châu Thành,Oxy (mg/l),3.0
10/01/2023,Bến phà Long Hưng - Hòa Minh - Châu Thành,Nhiệt độ nước (oC),28
10/01/2023,Sông Vinh Kim - Cầu Ngang,Độ mặn(‰),1
10/01/2023,Sông Vinh Kim - Cầu Ngang,pH,7.5
10/01/2023,Sông Vinh Kim - Cầu Ngang,Kiềm(mg/l),72
10/01/2023,Sông Vinh Kim - Cầu Ngang,Oxy (mg/l),3.0
10/01/2023,Sông Vinh Kim - Cầu Ngang,Nhiệt độ nước (oC),27
10/01/2023,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Độ mặn(‰),7
10/01/2023,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),pH,7.5
10/01/2023,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Kiềm(mg/l),125
10/01/2023,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Oxy (mg/l),4.0
10/01/2023,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Nhiệt độ nước (oC),26
10/01/2023,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Độ mặn(‰),15
10/01/2023,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,pH,7.5
10/01/2023,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Kiềm(mg/l),90
10/01/2023,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Oxy (mg/l),4.0
10/01/2023,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Nhiệt độ nước (oC),27
10/01/2023,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),16
10/01/2023,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,pH,8.0
10/01/2023,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),90
10/01/2023,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Oxy (mg/l),3.0
10/01/2023,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ nước (oC),28
10/01/2023,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Độ mặn(‰),21
10/01/2023,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),pH,7.5
10/01/2023,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Kiềm(mg/l),90
10/01/2023,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Oxy (mg/l),4.0
10/01/2023,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Nhiệt độ nước (oC),28
10/01/2023,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Độ mặn(‰),10
10/01/2023,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,pH,7.5
10/01/2023,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Kiềm(mg/l),72
10/01/2023,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Oxy (mg/l),3.0
10/01/2023,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Nhiệt độ nước (oC),28
10/01/2023,Cống La Bang - Đôn Châu - Duyên Hải,Độ mặn(‰),13
10/01/2023,Cống La Bang - Đôn Châu - Duyên Hải,pH,7.5
10/01/2023,Cống La Bang - Đôn Châu - Duyên Hải,Kiềm(mg/l),72
10/01/2023,Cống La Bang - Đôn Châu - Duyên Hải,Oxy (mg/l),3.0
10/01/2023,Cống La Bang - Đôn Châu - Duyên Hải,Nhiệt độ nước (oC),28
10/01/2023,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Độ mặn(‰),22
10/01/2023,Bến đò Phước Thiện - Đông Hải - Duyên Hải,pH,7.5
10/01/2023,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Kiềm(mg/l),107
10/01/2023,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Oxy (mg/l),3.0
10/01/2023,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Nhiệt độ nước (oC),27
10/01/2023,HTX nghêu Thành Đạt - Hiệp Thạnh – TX. Duyên Hải,Độ mặn(‰),16
10/01/2023,HTX nghêu Thành Đạt - Hiệp Thạnh – TX. Duyên Hải,pH,8.0
10/01/2023,HTX nghêu Thành Đạt - Hiệp Thạnh – TX. Duyên Hải,Kiềm(mg/l),90
10/01/2023,HTX nghêu Thành Đạt - Hiệp Thạnh – TX. Duyên Hải,Oxy (mg/l),2.0
10/01/2023,HTX nghêu Thành Đạt - Hiệp Thạnh – TX. Duyên Hải,Nhiệt độ nước (oC),26
03/08/2018,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Độ mặn(‰),5
03/08/2018,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),pH,8.0
03/08/2018,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Kiềm(mg/l),107
03/08/2018,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Nhiệt độ nước (oC),27
03/08/2018,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),6
03/08/2018,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,pH,8.0
03/08/2018,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),72
03/08/2018,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ nước (oC),29
03/08/2018,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Độ mặn(‰),6
03/08/2018,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),pH,8.5
03/08/2018,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Kiềm(mg/l),72
03/08/2018,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Nhiệt độ nước (oC),29
03/08/2018,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Độ mặn(‰),4
03/08/2018,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,pH,8.0
03/08/2018,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Kiềm(mg/l),90
03/08/2018,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Nhiệt độ nước (oC),27
03/08/2018,Sông Láng Chim - Duyên Hải (Cầu Láng Chim),Độ mặn(‰),12
03/08/2018,Sông Láng Chim - Duyên Hải (Cầu Láng Chim),pH,8.0
03/08/2018,Sông Láng Chim - Duyên Hải (Cầu Láng Chim),Kiềm(mg/l),72
03/08/2018,Sông Láng Chim - Duyên Hải (Cầu Láng Chim),Nhiệt độ nước (oC),29
17/05/2022,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Độ mặn(‰),1
17/05/2022,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),pH,7.5
17/05/2022,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Kiềm(mg/l),72
17/05/2022,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),NH4/NH3(mg/l),0
17/05/2022,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Nhiệt độ (0C),29
17/05/2022,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Oxy(mg/l),3.0
17/05/2022,Sông Cổ Chiên - Châu Thành (cầu Rạch Gốc),Virus gây bệnhđốm trắng,Không phát hiện
17/05/2022,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Độ mặn(‰),9
17/05/2022,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),pH,7.5
17/05/2022,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Kiềm(mg/l),125
17/05/2022,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),NH4/NH3(mg/l),0.09
17/05/2022,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Nhiệt độ (0C),27
17/05/2022,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Oxy(mg/l),4.0
17/05/2022,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Virus gây bệnhđốm trắng,Phát hiện
17/05/2022,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,Độ mặn(‰),9
17/05/2022,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,pH,7.5
17/05/2022,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,Kiềm(mg/l),90
17/05/2022,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,NH4/NH3(mg/l),0
17/05/2022,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,Nhiệt độ (0C),28
17/05/2022,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,Oxy(mg/l),3.0
17/05/2022,Cống Thâu Râu -Mỹ Long Nam - Cầu Ngang,Virus gây bệnhđốm trắng,Phát hiện
17/05/2022,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),10
17/05/2022,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,pH,7.5
17/05/2022,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),90
17/05/2022,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,NH4/NH3(mg/l),0
17/05/2022,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ (0C),29
17/05/2022,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Oxy(mg/l),3.0
17/05/2022,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Virus gây bệnhđốm trắng,Không phát hiện
17/05/2022,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Độ mặn(‰),13
17/05/2022,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),pH,8.5
17/05/2022,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Kiềm(mg/l),90
17/05/2022,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),NH4/NH3(mg/l),0.08
17/05/2022,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Nhiệt độ (0C),30
17/05/2022,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Oxy(mg/l),4.0
17/05/2022,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Virus gây bệnhđốm trắng,Phát hiện
17/05/2022,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Độ mặn(‰),7
17/05/2022,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,pH,7.5
17/05/2022,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Kiềm(mg/l),107
17/05/2022,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,NH4/NH3(mg/l),0
17/05/2022,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Nhiệt độ (0C),28
17/05/2022,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Oxy(mg/l),2.0
17/05/2022,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Virus gây bệnhđốm trắng,Không phát hiện
17/05/2022,Cống La Bang - Đôn Châu - Duyên Hải,Độ mặn(‰),10
17/05/2022,Cống La Bang - Đôn Châu - Duyên Hải,pH,7.5
17/05/2022,Cống La Bang - Đôn Châu - Duyên Hải,Kiềm(mg/l),90
17/05/2022,Cống La Bang - Đôn Châu - Duyên Hải,NH4/NH3(mg/l),0
17/05/2022,Cống La Bang - Đôn Châu - Duyên Hải,Nhiệt độ (0C),29
17/05/2022,Cống La Bang - Đôn Châu - Duyên Hải,Oxy(mg/l),3.0
17/05/2022,Cống La Bang - Đôn Châu - Duyên Hải,Virus gây bệnhđốm trắng,Không phát hiện
17/05/2022,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Độ mặn(‰),16
17/05/2022,Bến đò Phước Thiện - Đông Hải - Duyên Hải,pH,7.5
17/05/2022,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Kiềm(mg/l),107
17/05/2022,Bến đò Phước Thiện - Đông Hải - Duyên Hải,NH4/NH3(mg/l),0
17/05/2022,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Nhiệt độ (0C),27
17/05/2022,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Oxy(mg/l),2.0
17/05/2022,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Virus gây bệnhđốm trắng,
17/05/2022,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),12
17/05/2022,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,pH,7.5
17/05/2022,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),72
17/05/2022,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,NH4/NH3(mg/l),0
17/05/2022,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ (0C),29
17/05/2022,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Oxy(mg/l),2.0
17/05/2022,HTX nghêu Thành Đạt - Hiệp Thạnh - TX. Duyên Hải,Virus gây bệnhđốm trắng,
17/05/2022,HTX nghêu Thành Công – Mỹ Long Nam – Cầu Ngang,Độ mặn(‰),13
17/05/2022,HTX nghêu Thành Công – Mỹ Long Nam – Cầu Ngang,pH,8.0
17/05/2022,HTX nghêu Thành Công – Mỹ Long Nam – Cầu Ngang,Kiềm(mg/l),107
17/05/2022,HTX nghêu Thành Công – Mỹ Long Nam – Cầu Ngang,NH4/NH3(mg/l),0
17/05/2022,HTX nghêu Thành Công – Mỹ Long Nam – Cầu Ngang,Nhiệt độ (0C),28
17/05/2022,HTX nghêu Thành Công – Mỹ Long Nam – Cầu Ngang,Oxy(mg/l),3.0
17/05/2022,HTX nghêu Thành Công – Mỹ Long Nam – Cầu Ngang,Virus gây bệnhđốm trắng,
17/05/2022,Vàm Trà Kha - Định An – Trà Cú,Độ mặn(‰),2
17/05/2022,Vàm Trà Kha - Định An – Trà Cú,pH,
17/05/2022,Vàm Trà Kha - Định An – Trà Cú,Kiềm(mg/l),
17/05/2022,Vàm Trà Kha - Định An – Trà Cú,NH4/NH3(mg/l),
17/05/2022,Vàm Trà Kha - Định An – Trà Cú,Nhiệt độ (0C),
17/05/2022,Vàm Trà Kha - Định An – Trà Cú,Oxy(mg/l),
17/05/2022,Vàm Trà Kha - Định An – Trà Cú,Virus gây bệnhđốm trắng,
19/01/2018,Bến phà Bãi Vàng - Hưng Mỹ - Châu Thành,Độ mặn(‰),1
19/01/2018,Bến phà Bãi Vàng - Hưng Mỹ - Châu Thành,pH,7.5
19/01/2018,Bến phà Bãi Vàng - Hưng Mỹ - Châu Thành,Kiềm(mg/l),54
19/01/2018,Bến phà Bãi Vàng - Hưng Mỹ - Châu Thành,Nhiệt độ nước (oC),28
19/01/2018,Sông Vinh Kim – Cầu Ngang (gần Cầu Vinh Kim),Độ mặn(‰),1
19/01/2018,Sông Vinh Kim – Cầu Ngang (gần Cầu Vinh Kim),pH,7.5
19/01/2018,Sông Vinh Kim – Cầu Ngang (gần Cầu Vinh Kim),Kiềm(mg/l),72
19/01/2018,Sông Vinh Kim – Cầu Ngang (gần Cầu Vinh Kim),Nhiệt độ nước (oC),26
19/01/2018,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,Độ mặn(‰),8
19/01/2018,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,pH,7.0
19/01/2018,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,Kiềm(mg/l),90
19/01/2018,Cống Thâu Râu -Mỹ LongNam- Cầu Ngang,Nhiệt độ nước (oC),26
19/01/2018,Cống Ba Diệp - Thạnh Hòa Sơn - Cầu Ngang,Độ mặn(‰),4
19/01/2018,Cống Ba Diệp - Thạnh Hòa Sơn - Cầu Ngang,pH,7.7
19/01/2018,Cống Ba Diệp - Thạnh Hòa Sơn - Cầu Ngang,Kiềm(mg/l),90
19/01/2018,Cống Ba Diệp - Thạnh Hòa Sơn - Cầu Ngang,Nhiệt độ nước (oC),26
19/01/2018,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Độ mặn(‰),6
19/01/2018,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),pH,7.5
19/01/2018,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Kiềm(mg/l),90
19/01/2018,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Nhiệt độ nước (oC),27
19/01/2018,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),7
19/01/2018,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,pH,8.0
19/01/2018,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),72
19/01/2018,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ nước (oC),28
19/01/2018,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Độ mặn(‰),20
19/01/2018,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),pH,8.5
19/01/2018,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Kiềm(mg/l),72
19/01/2018,Sông Long Toàn - Duyên Hải (Cầu Long Toàn),Nhiệt độ nước (oC),29
19/01/2018,Cống La Bang - Đôn Châu - Duyên Hải,Độ mặn(‰),15
19/01/2018,Cống La Bang - Đôn Châu - Duyên Hải,pH,7.5
19/01/2018,Cống La Bang - Đôn Châu - Duyên Hải,Kiềm(mg/l),90
19/01/2018,Cống La Bang - Đôn Châu - Duyên Hải,Nhiệt độ nước (oC),28
19/01/2018,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Độ mặn(‰),12
19/01/2018,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,pH,8.0
19/01/2018,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Kiềm(mg/l),107
19/01/2018,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Nhiệt độ nước (oC),25
19/01/2018,Sông Láng Chim - Duyên Hải (Cầu Láng Chim),Độ mặn(‰),17
19/01/2018,Sông Láng Chim - Duyên Hải (Cầu Láng Chim),pH,8.0
19/01/2018,Sông Láng Chim - Duyên Hải (Cầu Láng Chim),Kiềm(mg/l),90
19/01/2018,Sông Láng Chim - Duyên Hải (Cầu Láng Chim),Nhiệt độ nước (oC),28
19/01/2018,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Độ mặn(‰),22
19/01/2018,Bến đò Phước Thiện - Đông Hải - Duyên Hải,pH,8.0
19/01/2018,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Kiềm(mg/l),107
19/01/2018,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Nhiệt độ nước (oC),27
19/01/2018,Cống Đại An -Đại An -Trà Cú,Độ mặn(‰),3
19/01/2018,Cống Đại An -Đại An -Trà Cú,pH,8.0
19/01/2018,Cống Đại An -Đại An -Trà Cú,Kiềm(mg/l),125
19/01/2018,Cống Đại An -Đại An -Trà Cú,Nhiệt độ nước (oC),28
19/01/2018,Vàm Trà Kha - Định An - Trà Cú,Độ mặn(‰),1
19/01/2018,Vàm Trà Kha - Định An - Trà Cú,pH,7.5
19/01/2018,Vàm Trà Kha - Định An - Trà Cú,Kiềm(mg/l),72
19/01/2018,Vàm Trà Kha - Định An - Trà Cú,Nhiệt độ nước (oC),27
13/12/2022,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Độ mặn(‰),4
13/12/2022,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),pH,7.5
13/12/2022,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Kiềm(mg/l),125
13/12/2022,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Oxy (mg/l),4.0
13/12/2022,Sông Hiệp Mỹ - Cầu Ngang (gần Cầu Hiệp Mỹ),Nhiệt độ nước (oC),27
13/12/2022,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Độ mặn(‰),5
13/12/2022,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,pH,7.5
13/12/2022,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Kiềm(mg/l),90
13/12/2022,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Oxy (mg/l),3.0
13/12/2022,Cống Thâu Râu - Mỹ Long Nam - Cầu Ngang,Nhiệt độ nước (oC),29
13/12/2022,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Độ mặn(‰),5
13/12/2022,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,pH,7.5
13/12/2022,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Kiềm(mg/l),72
13/12/2022,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Oxy (mg/l),3.0
13/12/2022,Cầu Sông Giăng - Hiệp Thạnh - TX. Duyên Hải,Nhiệt độ nước (oC),29
13/12/2022,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Độ mặn(‰),14
13/12/2022,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),pH,7.5
13/12/2022,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Kiềm(mg/l),90
13/12/2022,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Oxy (mg/l),3.0
13/12/2022,Sông Long Toàn - TX. Duyên Hải (Cầu Long Toàn),Nhiệt độ nước (oC),29
13/12/2022,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Độ mặn(‰),4
13/12/2022,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,pH,7.0
13/12/2022,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Kiềm(mg/l),90
13/12/2022,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Oxy (mg/l),3.0
13/12/2022,Cầu Kênh Đào - Long Vĩnh - Duyên Hải,Nhiệt độ nước (oC),28
13/12/2022,Cống La Bang - Đôn Châu - Duyên Hải,Độ mặn(‰),10
13/12/2022,Cống La Bang - Đôn Châu - Duyên Hải,pH,7.5
13/12/2022,Cống La Bang - Đôn Châu - Duyên Hải,Kiềm(mg/l),72
13/12/2022,Cống La Bang - Đôn Châu - Duyên Hải,Oxy (mg/l),3.0
13/12/2022,Cống La Bang - Đôn Châu - Duyên Hải,Nhiệt độ nước (oC),29
13/12/2022,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Độ mặn(‰),16
13/12/2022,Bến đò Phước Thiện - Đông Hải - Duyên Hải,pH,7.5
13/12/2022,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Kiềm(mg/l),90
13/12/2022,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Oxy (mg/l),3.0
13/12/2022,Bến đò Phước Thiện - Đông Hải - Duyên Hải,Nhiệt độ nước (oC),28
23/07/2019,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Độ mặn(‰),7
23/07/2019,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),pH,8.0
23/07/2019,Sông Hiệp Mỹ - Cầu Ngang (gần cầu Hiệp Mỹ),Kiềm(mg/l),90
